UMAP1,UMAP2,cell_type,anatomical_division_label
0.82153356,3.0531654,Endothelial,Thalamus
-0.5368933,3.0807865,Activated Microglia,Cerebral cortex
1.082062,0.5878185,Oligodendrocyte,Thalamus
2.4702337,6.259251,Activated Microglia,Thalamus
1.8282115,4.6550126,Activated Microglia,Cerebral cortex
0.71541655,14.737995,Pericyte,Hippocampus
4.1654725,14.934151,Astrocyte_2,Hippocampus
2.9716704,0.38630712,Oligodendrocyte,Midbrain
2.1223507,0.10083732,Oligodendrocyte,Hippocampus
-2.8690667,1.826296,Endothelial,Myelencephalon
-1.2654786,13.594618,Pericyte,Thalamus
0.14642921,2.1822197,Endothelial,Basal forebrain
-2.4177043,3.2596617,Activated Microglia,Spinal cord
-1.4762183,11.656018,Pericyte,Thalamus
3.6092496,-0.99172235,Oligodendrocyte,Cerebral cortex
2.5470383,5.3528056,Activated Microglia,Hippocampus
-0.9269096,5.169137,Activated Microglia,Cerebellum
-2.2215617,0.6349375,Endothelial,Cerebral cortex
-0.1993427,14.107198,Pericyte,Cerebellum
0.31673178,-9.098789,Unknown,Basal nuclei
1.8598876,6.2729077,Activated Microglia,Hypothalamus
3.1852815,-7.4883795,Unknown,Basal nuclei
2.423797,6.2624373,Activated Microglia,Thalamus
0.48133147,-0.31004173,Oligodendrocyte,Hippocampus
-3.686066,18.816017,Unknown,Basal forebrain
1.3378072,-7.8650227,Unknown,Myelencephalon
-3.3431299,6.9255714,Activated Microglia,Cerebellum
-2.2312646,13.64478,Pericyte,Midbrain
1.1698998,3.8063674,Activated Microglia,Hippocampus
5.2650833,14.495579,Astrocyte_2,Hippocampus
-3.4672105,19.594955,Unknown,Basal forebrain
1.322822,-7.3880353,Unknown,Midbrain
2.3263721,-6.8911123,Unknown,Pons
2.6711278,1.9506907,Activated Microglia,Thalamus
3.6519823,4.41682,Activated Microglia,Cerebral cortex
4.2920356,4.4943275,Activated Microglia,Thalamus
3.6830266,-9.012497,Unknown,Cerebral cortex
2.9921384,4.0070987,Endothelial,Amygdaloid complex
2.3386755,6.4845753,Activated Microglia,Basal forebrain
4.1998677,-7.9374104,Unknown,Myelencephalon
0.5891005,5.2362313,Activated Microglia,Midbrain
1.3806825,1.1538519,Activated Microglia,Thalamus
13.277044,2.712328,Astrocyte,Hippocampus
0.005637882,-0.98912877,Oligodendrocyte,Thalamus
-1.0925547,14.43219,Pericyte,Thalamus
-0.50421005,15.533098,Pericyte,Thalamus
3.4082007,4.7822433,Activated Microglia,Thalamus
-0.88697886,4.567345,Activated Microglia,Hippocampus
2.6673267,-9.265926,Unknown,Amygdaloid complex
-2.4940586,5.320947,Activated Microglia,Pons
2.499626,-9.070834,Unknown,Cerebellum
-4.1425543,3.3348606,Endothelial,Myelencephalon
11.281384,-0.04786796,Astrocyte,Pons
0.87321514,-8.495946,Unknown,Hippocampus
2.6003408,-7.9746327,Unknown,Cerebral cortex
1.7478238,0.13367191,Oligodendrocyte,Thalamus
11.018895,1.6194171,Astrocyte,Basal nuclei
3.1536696,21.018915,Ependymal,Cerebellum
0.24978346,15.073041,Pericyte,Midbrain
11.84054,3.2192252,Astrocyte,Cerebellum
4.743028,13.970836,Astrocyte_2,Hippocampus
-3.0383852,13.125654,Pericyte,Basal nuclei
2.989141,20.481792,Ependymal,Cerebellum
3.053174,1.7325839,Oligodendrocyte,Basal forebrain
4.786505,4.725254,Activated Microglia,Hippocampus
4.428697,2.192245,Oligodendrocyte,Basal nuclei
0.41758,-7.6987023,Unknown,Cerebral cortex
0.40716535,-9.676374,Unknown,Hippocampus
-3.0092652,6.462406,Activated Microglia,Pons
-0.9177033,13.649415,Pericyte,Thalamus
3.0087798,5.4205976,Activated Microglia,Claustrum
1.242149,6.403213,Activated Microglia,Thalamus
10.858861,3.2313957,Astrocyte,Midbrain
3.7969952,3.301005,Activated Microglia,Hippocampus
6.431327,13.599136,Astrocyte_2,Cerebral cortex
2.9258845,1.8615248,Oligodendrocyte,Midbrain
4.562101,3.294561,Oligodendrocyte,Thalamus
1.625871,15.37771,Pericyte,Cerebral cortex
-0.75578153,0.9180738,Endothelial,Pons
1.9693314,-2.020626,Oligodendrocyte,Midbrain
-1.7426903,0.7258025,Endothelial,Basal nuclei
5.8163157,13.065489,Astrocyte_2,Cerebral cortex
4.5592284,-8.654702,Unknown,Pons
-2.9389682,2.4872885,Endothelial,Pons
2.1146774,4.2584295,Activated Microglia,Thalamus
2.887015,0.9701208,Oligodendrocyte,Midbrain
-0.15832645,2.7806492,Activated Microglia,Midbrain
-0.6722941,13.182053,Pericyte,Midbrain
1.1667415,3.1178973,Endothelial,Hippocampus
0.33615106,-8.585667,Unknown,Hippocampus
-0.12324727,-8.375528,Unknown,Hippocampus
-4.2317905,5.43906,Activated Microglia,Pons
-3.273499,4.9315443,Activated Microglia,Spinal cord
14.307341,2.6518378,Astrocyte,Amygdaloid complex
5.1051564,14.032899,Astrocyte_2,Cerebral cortex
13.693916,3.0467231,Astrocyte,Cerebral cortex
1.5048175,1.9231732,Activated Microglia,Pons
4.7442718,15.644152,Astrocyte_2,Basal forebrain
-1.6802262,0.44419137,Endothelial,Thalamus
4.653307,13.514077,Astrocyte_2,Extended amygdala
-1.3093395,-8.352113,Unknown,Amygdaloid complex
2.2983594,-7.5357933,Unknown,Thalamus
0.39553815,12.88243,Pericyte,Thalamus
2.1548767,0.37337074,Oligodendrocyte,Midbrain
5.3412027,14.791145,Astrocyte_2,Hippocampus
2.9322124,14.091275,Astrocyte_2,Hippocampus
-3.8037145,18.483595,Unknown,Basal forebrain
4.0546675,15.652995,Astrocyte_2,Hippocampus
0.44881672,-10.186293,Unknown,Hippocampus
-0.78339666,0.34785423,Endothelial,Thalamus
0.3997716,-7.6625724,Unknown,Cerebral cortex
12.454967,12.762421,Border Macrophage,Hippocampus
2.672277,0.40065512,Oligodendrocyte,Spinal cord
0.038747206,-0.56627506,Oligodendrocyte,Thalamus
4.969019,14.348528,Astrocyte_2,Hippocampus
0.71223503,-10.350948,Unknown,Cerebral cortex
12.292738,3.094096,Astrocyte,Basal nuclei
-1.0932074,-8.477231,Unknown,Hippocampus
-0.42365912,12.403277,Pericyte,Thalamus
0.7150181,-8.8485985,Unknown,Cerebral cortex
0.86001664,1.531241,Activated Microglia,Pons
0.40694505,-0.23340234,Oligodendrocyte,Cerebellum
0.024595248,12.264678,Pericyte,Thalamus
-0.8484587,15.0907545,Pericyte,Midbrain
4.5281878,13.92268,Astrocyte_2,Cerebral cortex
-0.11045897,14.930459,Pericyte,Cerebellum
11.596484,8.541363,Fibroblast,Cerebral cortex
-3.4177852,4.957611,Activated Microglia,Spinal cord
11.600796,3.5102482,Astrocyte,Hippocampus
1.241992,16.300331,Pericyte,Hippocampus
2.4516253,-0.10007683,Oligodendrocyte,Cerebral cortex
4.2650337,3.6626742,Activated Microglia,Cerebral cortex
3.8934636,-0.145098,Oligodendrocyte,Basal nuclei
4.4981284,12.454418,Astrocyte_2,Cerebral cortex
-2.4708622,5.148346,Activated Microglia,Spinal cord
3.8117738,15.171134,Astrocyte_2,Amygdaloid complex
11.79085,4.527476,Astrocyte,Midbrain
-3.9524493,6.031612,Activated Microglia,Midbrain
3.0838466,2.1864154,Activated Microglia,Midbrain
1.931005,4.7908664,Activated Microglia,Basal nuclei
5.889597,15.216929,Astrocyte_2,Cerebral cortex
1.4032869,0.642424,Oligodendrocyte,Thalamus
-3.2339168,5.8246346,Activated Microglia,Midbrain
-0.2872488,3.7041183,Activated Microglia,Thalamus
-0.6652797,5.045485,Activated Microglia,Cerebral cortex
2.9428213,-8.708828,Unknown,Basal nuclei
-3.33168,5.5729957,Activated Microglia,Midbrain
2.51779,-2.1143067,Oligodendrocyte,Cerebral cortex
-2.3741753,2.1769373,Endothelial,Thalamus
1.2772756,14.104315,Pericyte,Hippocampus
-1.87294,5.250041,Activated Microglia,Pons
-1.8733685,4.384463,Activated Microglia,Hippocampus
5.4652867,13.9024515,Astrocyte_2,Hippocampus
8.379033,10.188976,Choroid Plexus,Thalamus
-2.5151224,7.805672,Activated Microglia,Thalamus
-1.4478999,3.7187939,Activated Microglia,Spinal cord
-2.3998516,18.454948,Unknown,Hippocampus
-2.8973055,13.17616,Pericyte,Basal nuclei
2.5022047,20.449232,Ependymal,Cerebellum
1.8059955,13.774416,Pericyte,Hypothalamus
3.9837668,-8.891834,Unknown,Basal nuclei
1.9197773,2.7928042,Activated Microglia,Cerebral cortex
-4.6632524,5.6836452,Activated Microglia,Spinal cord
1.2597457,-8.099291,Unknown,Basal nuclei
2.2366161,0.29346058,Oligodendrocyte,Basal nuclei
0.11442812,7.2286496,Activated Microglia,Thalamus
-2.621598,12.549361,Pericyte,Thalamus
0.7749764,-7.256791,Unknown,Thalamus
-3.1412852,0.8759894,Endothelial,Basal nuclei
2.7387383,-7.06195,Unknown,Cerebral cortex
0.038532894,16.521088,Pericyte,Midbrain
1.6343619,-1.5739585,Oligodendrocyte,Myelencephalon
3.3928447,-6.908807,Unknown,Pons
0.6270215,-6.8036065,Unknown,Midbrain
1.2277058,-1.5341253,Oligodendrocyte,Pons
0.15968505,4.9230504,Activated Microglia,Amygdaloid complex
2.3076494,-0.9772272,Oligodendrocyte,Cerebral cortex
3.8871014,14.263802,Astrocyte_2,Cerebral cortex
2.2853398,20.829487,Ependymal,Cerebellum
2.4645143,-9.90759,Unknown,Amygdaloid complex
9.768653,10.440378,Choroid Plexus,Cerebral cortex
-2.0011556,0.9479707,Endothelial,Pons
3.3135939,-8.45185,Unknown,Midbrain
3.124163,5.4309306,Activated Microglia,Thalamus
1.1583482,6.4547205,Activated Microglia,Midbrain
-1.9897071,2.8557997,Activated Microglia,Thalamus
-0.70761645,-1.0356634,Oligodendrocyte,Myelencephalon
5.452551,12.649684,Astrocyte_2,Cerebral cortex
-0.6965951,12.207966,Pericyte,Pons
13.009965,2.4273305,Astrocyte,Thalamus
1.8728474,0.4058721,Oligodendrocyte,Midbrain
-4.3428297,5.5039525,Activated Microglia,Spinal cord
8.606301,7.263723,Fibroblast,Pons
5.661605,12.138503,Astrocyte_2,Cerebral cortex
3.1000881,4.9655333,Activated Microglia,Amygdaloid complex
2.9570026,6.2639194,Activated Microglia,Amygdaloid complex
2.505965,6.181747,Activated Microglia,Thalamus
1.5012776,-8.113823,Unknown,Pons
-1.5298573,11.894907,Pericyte,Thalamus
-0.43805707,-1.0220791,Oligodendrocyte,Thalamus
1.6168294,1.2527162,Oligodendrocyte,Pons
1.7206266,-8.886456,Unknown,Cerebral cortex
-2.773285,0.32200947,Endothelial,Hippocampus
6.388935,13.638396,Astrocyte_2,Cerebral cortex
0.40000328,-9.407958,Unknown,Hippocampus
-3.8037088,18.622105,Unknown,Basal forebrain
0.46096447,6.708713,Activated Microglia,Thalamus
1.8068985,-1.1521475,Oligodendrocyte,Midbrain
13.965327,1.8721002,Astrocyte,Hippocampus
-2.0218291,14.264552,Pericyte,Midbrain
0.59537834,-9.090302,Unknown,Hippocampus
1.2346805,-2.3364294,Oligodendrocyte,Cerebral cortex
-0.9976474,3.194746,Activated Microglia,Midbrain
2.0708854,3.6821225,Endothelial,Cerebral cortex
0.7907208,5.716914,Activated Microglia,Spinal cord
0.8636449,-10.248248,Unknown,Cerebral cortex
2.4222813,6.389888,Activated Microglia,Thalamus
1.5962156,3.8045108,Activated Microglia,Thalamus
2.3389046,-8.218892,Unknown,Spinal cord
3.8353271,1.7655919,Oligodendrocyte,Pons
11.13258,3.6317296,Astrocyte,Midbrain
-2.5866013,3.5899422,Activated Microglia,Myelencephalon
-0.06772012,2.7358012,Activated Microglia,Cerebral cortex
5.0027275,14.151688,Astrocyte_2,Hippocampus
-0.051382344,3.1159692,Activated Microglia,Midbrain
1.7333649,-9.96916,Unknown,Cerebral cortex
3.411859,6.144279,Activated Microglia,Thalamus
1.3688203,0.2929295,Oligodendrocyte,Thalamus
-3.1261165,7.2878766,Activated Microglia,Midbrain
4.1784883,4.7216167,Activated Microglia,Amygdaloid complex
3.3490117,3.2822883,Activated Microglia,Hippocampus
0.63435096,0.48367506,Oligodendrocyte,Pons
8.326541,10.313624,Choroid Plexus,Amygdaloid complex
-0.8249474,0.21048328,Endothelial,Thalamus
0.74020445,6.025601,Activated Microglia,Hippocampus
2.0791233,3.9298737,Activated Microglia,Cerebellum
12.1385975,-0.2875836,Astrocyte,Myelencephalon
-1.3160082,15.379503,Pericyte,Midbrain
0.86732334,6.076979,Activated Microglia,Claustrum
-0.8057323,-7.6838827,Unknown,Amygdaloid complex
2.3291585,1.3991666,Oligodendrocyte,Basal nuclei
14.172012,3.4768708,Astrocyte,Thalamus
0.048032764,3.0141327,Activated Microglia,Midbrain
-2.4047115,3.0960505,Activated Microglia,Pons
4.7686877,14.071252,Astrocyte_2,Cerebral cortex
-1.8863604,3.0000525,Activated Microglia,Thalamus
13.556843,3.2531095,Astrocyte,Midbrain
1.9703724,0.12399667,Oligodendrocyte,Claustrum
1.047325,-1.2587402,Oligodendrocyte,Thalamus
-2.204751,4.808148,Activated Microglia,Midbrain
1.8043199,15.249198,Pericyte,Cerebral cortex
11.469651,-0.19948642,Astrocyte,Basal forebrain
-1.1764905,0.4274664,Endothelial,Cerebral cortex
2.347619,6.1031795,Activated Microglia,Cerebral cortex
2.427914,3.1090276,Activated Microglia,Hippocampus
9.308811,6.730299,Fibroblast,Basal nuclei
0.8534925,-0.6429108,Oligodendrocyte,Thalamus
6.151287,14.995444,Astrocyte_2,Cerebral cortex
-1.6988758,3.107347,Activated Microglia,Spinal cord
2.3263423,0.9327882,Oligodendrocyte,Cerebral cortex
2.7329173,0.31935656,Oligodendrocyte,Thalamus
13.253922,1.5675596,Astrocyte,Cerebellum
-0.29150552,4.2093625,Activated Microglia,Hippocampus
-2.3533192,1.6666207,Endothelial,Hippocampus
-1.1296628,1.6481823,Endothelial,Cerebellum
-1.1613523,6.803842,Activated Microglia,Pons
2.2109323,4.1711245,Activated Microglia,Basal forebrain
-0.9825189,3.3801692,Activated Microglia,Myelencephalon
3.3813834,0.19887552,Oligodendrocyte,Myelencephalon
2.3341248,15.097673,Pericyte,Hippocampus
-0.676456,14.911267,Pericyte,Cerebellum
4.3861775,14.402589,Astrocyte_2,Cerebral cortex
0.7314307,-1.7163715,Oligodendrocyte,Cerebral cortex
0.8529734,13.640463,Pericyte,Hippocampus
-0.6885083,3.6896782,Activated Microglia,Cerebellum
2.7836132,-8.05586,Unknown,Cerebral cortex
-0.26177713,15.935033,Pericyte,Cerebellum
-3.0428855,1.2874197,Endothelial,Midbrain
11.874536,1.1237493,Astrocyte,Thalamus
13.739541,4.1157494,Astrocyte,Midbrain
3.9033072,6.013992,Activated Microglia,Thalamus
-0.5465033,14.221172,Pericyte,Pons
-1.5689758,0.27492747,Endothelial,Myelencephalon
-0.5987573,13.57418,Pericyte,Basal nuclei
-1.8729554,3.8947713,Activated Microglia,Spinal cord
-2.8658142,3.1504838,Activated Microglia,Myelencephalon
5.8090644,14.470334,Astrocyte_2,Cerebral cortex
-0.72659683,12.112067,Pericyte,Pons
1.7275026,0.6136802,Oligodendrocyte,Thalamus
3.685658,3.8846965,Activated Microglia,Thalamus
-0.93109125,1.2931278,Endothelial,Thalamus
-2.0560653,2.5332003,Activated Microglia,Midbrain
-1.7845186,1.127768,Endothelial,Cerebral cortex
0.23124197,2.6698756,Endothelial,Midbrain
3.0910242,1.2948397,Oligodendrocyte,Thalamus
0.9673548,-7.5498247,Unknown,Cerebral cortex
4.148026,14.722764,Astrocyte_2,Cerebral cortex
2.5037732,-0.7372826,Oligodendrocyte,Basal nuclei
12.486448,1.028868,Astrocyte,Thalamus
0.034289245,5.789692,Activated Microglia,Cerebral cortex
2.4576714,13.489981,Astrocyte_2,Claustrum
11.488196,12.329222,Border Macrophage,Pons
-0.67336166,-8.739442,Unknown,Hippocampus
1.4584225,1.0170145,Oligodendrocyte,Cerebral cortex
2.7333262,-0.28702646,Oligodendrocyte,Thalamus
-0.23910627,3.608469,Activated Microglia,Hippocampus
12.309434,2.6853468,Astrocyte,Midbrain
-0.37722299,-9.079249,Unknown,Amygdaloid complex
-0.6197704,3.8405278,Activated Microglia,Midbrain
-1.1414634,2.240818,Endothelial,Hypothalamus
-1.7047955,11.911222,Pericyte,Thalamus
1.5393326,6.7580533,Activated Microglia,Thalamus
1.7434039,3.308762,Endothelial,Cerebral cortex
-0.59235966,2.6500616,Activated Microglia,Basal nuclei
-1.4747181,2.9554334,Activated Microglia,Basal nuclei
-1.1836655,4.620929,Activated Microglia,Midbrain
2.6564798,20.47397,Ependymal,Cerebellum
-1.6977402,3.575972,Activated Microglia,Spinal cord
3.7563818,15.270422,Astrocyte_2,Hippocampus
2.618098,13.746416,Astrocyte_2,Hypothalamus
3.8734784,5.4777894,Activated Microglia,Midbrain
-2.504223,5.3091254,Activated Microglia,Spinal cord
12.579687,-0.25583354,Astrocyte,Basal nuclei
4.272829,3.6771743,Activated Microglia,Thalamus
-0.22239836,13.605638,Pericyte,Cerebellum
1.9422823,5.6224155,Activated Microglia,Claustrum
2.6499264,5.2867584,Activated Microglia,Cerebral cortex
-0.4066212,3.3236666,Activated Microglia,Myelencephalon
-3.955128,3.4863734,Activated Microglia,Spinal cord
-2.0516748,0.5611039,Endothelial,Amygdaloid complex
-0.04943422,4.8258266,Activated Microglia,Thalamus
-1.1375921,-8.641919,Unknown,Amygdaloid complex
3.017098,4.315673,Activated Microglia,Hippocampus
3.274782,15.152683,Astrocyte_2,Hippocampus
-1.3147864,-8.894862,Unknown,Amygdaloid complex
3.183041,4.9203105,Activated Microglia,Hypothalamus
-2.667538,2.3057714,Endothelial,Thalamus
11.797788,1.8958488,Astrocyte,Hypothalamus
1.3035859,5.8016925,Activated Microglia,Cerebellum
-2.8025463,1.0280081,Endothelial,Amygdaloid complex
-0.05034996,1.9558469,Endothelial,Hippocampus
3.0268476,0.9148238,Oligodendrocyte,Basal nuclei
0.9513788,3.5751703,Endothelial,Pons
0.0038228214,0.27243412,Oligodendrocyte,Basal nuclei
3.5423045,-8.592563,Unknown,Cerebellum
11.376692,3.1725674,Astrocyte,Hypothalamus
2.147019,-7.0931587,Unknown,Pons
1.9555557,3.460303,Activated Microglia,Hippocampus
2.6216736,-9.224215,Unknown,Cerebral cortex
-1.8510582,12.829881,Pericyte,Thalamus
-1.9054494,14.449492,Pericyte,Midbrain
3.0990207,1.8619107,Oligodendrocyte,Basal nuclei
2.4173365,-8.314847,Unknown,Spinal cord
-4.2505665,5.741382,Activated Microglia,Midbrain
1.7386411,3.6856158,Activated Microglia,Basal nuclei
4.21217,5.482443,Activated Microglia,Thalamus
3.848302,4.2334585,Activated Microglia,Hypothalamus
-3.2918332,2.2378037,Oligodendrocyte,Myelencephalon
12.900422,4.415416,Astrocyte,Amygdaloid complex
1.5986708,4.527277,Activated Microglia,Midbrain
1.3483163,16.024204,Pericyte,Hippocampus
-2.0352051,1.8470502,Endothelial,Cerebral cortex
-2.8227952,12.793904,Pericyte,Basal nuclei
3.8198001,4.3755355,Activated Microglia,Midbrain
-2.0448248,0.93564606,Endothelial,Basal nuclei
0.29595038,-7.764703,Unknown,Basal nuclei
2.84633,1.111067,Oligodendrocyte,Cerebral cortex
5.100463,14.851279,Astrocyte_2,Hippocampus
11.510566,8.613767,Fibroblast,Basal nuclei
12.997692,0.38495457,Astrocyte,Cerebral cortex
6.2103496,13.985571,Astrocyte_2,Cerebral cortex
1.4687204,4.801577,Activated Microglia,Midbrain
-1.3930542,3.4233482,Endothelial,Cerebral cortex
-0.13603672,0.3156259,Oligodendrocyte,Pons
1.8344827,-7.8991933,Unknown,Cerebral cortex
0.01650755,3.9544594,Activated Microglia,Cerebellum
1.0091957,13.658366,Pericyte,Hippocampus
0.6179222,15.461663,Pericyte,Hippocampus
-0.38166162,2.5746098,Activated Microglia,Cerebral cortex
11.800269,2.517853,Astrocyte,Basal nuclei
-1.5308511,4.4501886,Activated Microglia,Pons
11.926746,-0.061460838,Astrocyte,Basal nuclei
4.339669,3.866174,Activated Microglia,Hippocampus
13.02937,3.5692704,Astrocyte,Midbrain
-1.9468582,4.0958867,Activated Microglia,Hippocampus
1.3435345,15.594928,Pericyte,Hippocampus
1.3940406,-0.3113707,Oligodendrocyte,Amygdaloid complex
2.574164,3.7559247,Activated Microglia,Amygdaloid complex
-2.96913,5.718739,Activated Microglia,Thalamus
5.4129457,12.824106,Astrocyte_2,Cerebral cortex
8.999391,6.7960424,Fibroblast,Hippocampus
0.55901384,1.8225482,Activated Microglia,Hippocampus
2.8668544,3.12868,Activated Microglia,Cerebellum
1.4413689,0.27555338,Oligodendrocyte,Amygdaloid complex
-0.80141866,0.9767682,Endothelial,Cerebral cortex
11.186963,0.535348,Astrocyte,Basal nuclei
5.4741006,12.825425,Astrocyte_2,Cerebral cortex
6.111847,13.94369,Astrocyte_2,Cerebral cortex
-0.64379424,13.043112,Pericyte,Cerebral cortex
3.653934,-1.3341845,Oligodendrocyte,Basal nuclei
1.5911719,-0.15283379,Oligodendrocyte,Midbrain
-2.1619534,3.3429594,Endothelial,Basal nuclei
0.5118384,13.541634,Pericyte,Cerebellum
-1.9644226,-0.2846341,Endothelial,Basal nuclei
0.85999954,3.4858031,Endothelial,Midbrain
3.2788725,-9.121812,Unknown,Cerebellum
-4.0610776,3.7902668,Activated Microglia,Myelencephalon
1.057872,4.431147,Activated Microglia,Amygdaloid complex
1.1301843,1.0353521,Oligodendrocyte,Basal nuclei
-1.7055553,14.008243,Pericyte,Midbrain
-2.1567616,4.4619517,Activated Microglia,Pons
2.312595,-8.348451,Unknown,Hippocampus
-1.2946335,4.67647,Activated Microglia,Midbrain
9.315809,0.8797346,nan,Cerebellum
13.060011,0.59448725,Astrocyte,Midbrain
-1.2334263,3.1365082,Oligodendrocyte,Cerebellum
-2.2690732,12.473101,Pericyte,Pons
8.545066,10.218438,Choroid Plexus,Cerebellum
1.4669479,14.529201,Pericyte,Myelencephalon
3.251533,-8.423944,Unknown,Spinal cord
2.0458505,-7.7845464,Unknown,Pons
-1.575986,14.114088,Pericyte,Thalamus
-0.11892939,1.987053,Endothelial,Basal nuclei
3.9519322,1.5518881,Oligodendrocyte,Midbrain
12.228368,8.516388,Fibroblast,Midbrain
-3.4611342,4.3799596,Activated Microglia,Spinal cord
-2.1328702,6.2477365,Activated Microglia,Midbrain
-1.3130852,6.8027506,Activated Microglia,Midbrain
-0.13835563,2.1650226,Endothelial,Thalamus
0.45656583,14.621508,Pericyte,Spinal cord
1.7223276,-8.117123,Unknown,Thalamus
3.1019933,2.5195367,Activated Microglia,Basal nuclei
3.8553147,3.2170086,Oligodendrocyte,Thalamus
0.34616092,-8.421516,Unknown,Cerebral cortex
0.28571612,0.3229912,Oligodendrocyte,Myelencephalon
-1.6862603,1.1830695,Endothelial,Basal nuclei
3.3949916,4.8844852,Activated Microglia,Cerebral cortex
5.8996663,14.449827,Astrocyte_2,Hippocampus
9.640206,6.9282594,Fibroblast,Basal forebrain
2.2046714,-0.42876992,Oligodendrocyte,Basal forebrain
0.9801777,16.215008,Pericyte,Hippocampus
-1.1317652,3.1893942,Activated Microglia,Pons
0.3373584,2.859209,Activated Microglia,Spinal cord
-1.4256283,3.8199527,Activated Microglia,Pons
8.681025,7.2379146,Fibroblast,Basal nuclei
-0.7737029,3.936704,Activated Microglia,Midbrain
0.61689323,-0.95516586,Oligodendrocyte,Pons
4.8893213,-8.70483,Unknown,Pons
5.795418,14.332303,Astrocyte_2,Cerebral cortex
-2.2205791,3.5835865,Activated Microglia,Spinal cord
2.2951975,3.1645522,Activated Microglia,Amygdaloid complex
2.910666,-7.6864142,Unknown,Cerebellum
-1.8723506,2.3523228,Activated Microglia,Pons
-3.4119759,2.490743,Endothelial,Pons
2.0561872,15.124553,Pericyte,Cerebral cortex
1.5888623,-8.9298725,Unknown,Hippocampus
0.037382916,-8.533036,Unknown,Hippocampus
-2.7839444,5.1319613,Activated Microglia,Midbrain
10.952976,8.291373,Fibroblast,Midbrain
13.622332,1.81232,Astrocyte,Cerebral cortex
-2.7403133,0.6985834,Endothelial,Cerebral cortex
2.787916,-7.306955,Unknown,Thalamus
-2.310406,6.5157585,Activated Microglia,Midbrain
0.89507765,1.9525415,Activated Microglia,Midbrain
3.4132361,13.345275,Astrocyte_2,Cerebral cortex
0.80388963,-9.037289,Unknown,Cerebral cortex
-0.30236304,14.53746,Pericyte,Cerebellum
3.6961997,5.2666917,Activated Microglia,Midbrain
-1.5365129,4.7833395,Activated Microglia,Myelencephalon
1.5125732,15.902369,Pericyte,Hippocampus
1.8049467,1.3933867,Oligodendrocyte,Hippocampus
11.434351,2.532617,Astrocyte,Midbrain
1.3733022,3.5202067,Activated Microglia,Amygdaloid complex
5.6561017,15.332277,Astrocyte_2,Hippocampus
5.011391,12.551805,Astrocyte_2,Cerebral cortex
-0.7005549,12.803881,Pericyte,Hypothalamus
0.6778857,15.032309,Pericyte,Hypothalamus
-0.8718604,-8.410474,Unknown,Thalamus
0.2786163,16.593296,Pericyte,Hippocampus
-0.8543397,1.5955353,Endothelial,Cerebral cortex
-0.8821611,0.6440982,Endothelial,Midbrain
1.3746662,4.0280504,Activated Microglia,Hippocampus
0.82373106,0.4239093,Oligodendrocyte,Hippocampus
-2.0272567,-0.55059683,Endothelial,Thalamus
13.855297,1.7718174,Astrocyte,Amygdaloid complex
-2.871229,3.9222038,Activated Microglia,Pons
13.566264,3.4881034,Astrocyte,Thalamus
11.562611,1.539362,Astrocyte,Myelencephalon
1.826087,4.2185364,Activated Microglia,Pons
1.1768757,-0.189684,Oligodendrocyte,Midbrain
2.0018651,-0.6999359,Oligodendrocyte,Midbrain
-0.8555954,0.8215382,Endothelial,Basal nuclei
2.4849398,5.4819865,Activated Microglia,Claustrum
1.5076354,4.800779,Activated Microglia,Claustrum
2.0516336,5.909324,Activated Microglia,Thalamus
12.557784,2.2016075,Astrocyte,Hippocampus
4.221508,4.922154,Activated Microglia,Thalamus
-0.17850888,2.2142007,Endothelial,Amygdaloid complex
-0.89376223,0.8087297,Endothelial,Pons
0.9493575,-8.338532,Unknown,Hypothalamus
2.6979237,-1.4274566,Oligodendrocyte,Basal nuclei
-2.4688866,0.07159772,Endothelial,Cerebral cortex
2.0567684,2.4061785,Activated Microglia,Cerebral cortex
5.682392,15.606283,Astrocyte_2,Cerebral cortex
-0.45489967,4.072383,Activated Microglia,Midbrain
1.8766569,-8.326389,Unknown,Midbrain
0.23273958,15.695428,Pericyte,Hypothalamus
1.5096458,-0.14121959,Oligodendrocyte,Midbrain
-1.1033783,12.334952,Pericyte,Pons
-2.675683,0.2269088,Endothelial,Cerebral cortex
-0.6643491,14.114207,Pericyte,Pons
-1.3315258,13.999673,Pericyte,Midbrain
-0.36187094,-1.6273613,Oligodendrocyte,Pons
3.3141553,-0.93126154,Oligodendrocyte,Hippocampus
3.559167,0.584744,Oligodendrocyte,Basal nuclei
1.116039,2.1137273,Endothelial,Cerebral cortex
0.42090976,13.927966,Pericyte,Spinal cord
-0.6706238,4.6958184,Activated Microglia,Hypothalamus
0.5715149,5.3414655,Activated Microglia,Pons
-0.7711929,15.090289,Pericyte,Thalamus
0.7510937,2.6634796,Endothelial,Cerebral cortex
1.4099573,14.532612,Pericyte,Cerebral cortex
0.8635808,-0.98112947,Oligodendrocyte,Thalamus
3.2493517,-8.282901,Unknown,Basal nuclei
-1.3669568,6.337962,Activated Microglia,Pons
8.84686,7.288612,Fibroblast,Cerebellum
-3.2561634,0.8423962,Endothelial,Midbrain
-1.0713673,5.2979107,Activated Microglia,Cerebellum
-0.7662512,2.7246506,Endothelial,Midbrain
1.6955543,-9.591888,Unknown,Cerebral cortex
-4.493941,5.945903,Activated Microglia,Spinal cord
